timestamp,user,recipient,action,subject,attachment_size
2026-04-02 12:54:24,alice,colleague10@partner-corp.com,send,Project update 29,0
2026-04-02 11:06:40,alice,colleague18@client-abc.com,send,Project update 30,0
2026-04-02 13:32:02,carol,colleague46@partner-corp.com,send,Project update 7,0
2026-04-02 13:49:59,eve,colleague33@gmail.com,send,Project update 29,464999
2026-04-02 08:14:29,bob,colleague39@client-abc.com,send,Project update 6,0
2026-04-02 10:44:19,pat,colleague23@outlook.com,send,Project update 13,0
2026-04-02 11:47:34,henry,colleague25@vendor.io,send,Project update 24,430850
2026-04-02 12:33:13,dave,colleague20@outlook.com,send,Project update 12,0
2026-04-02 14:36:09,henry,colleague21@yahoo.com,send,Project update 26,0
2026-04-02 10:46:38,mallory,colleague38@client-abc.com,send,Project update 19,0
2026-04-02 08:07:43,oscar,colleague49@outlook.com,send,Project update 21,237826
2026-04-02 14:14:05,alice,colleague12@vendor.io,send,Project update 11,0
2026-04-02 09:01:04,dave,colleague44@outlook.com,send,Project update 16,0
2026-04-02 12:46:53,eve,colleague33@vendor.io,send,Project update 25,0
2026-04-02 12:27:08,dave,colleague20@vendor.io,send,Project update 14,0
2026-04-02 08:51:55,ivan,colleague50@partner-corp.com,send,Project update 14,0
2026-04-02 15:45:08,mallory,colleague48@partner-corp.com,send,Project update 5,0
2026-04-02 15:21:13,alice,colleague32@partner-corp.com,send,Project update 23,0
2026-04-02 11:34:00,dave,colleague37@client-abc.com,send,Project update 5,0
2026-04-02 15:20:07,dave,colleague42@client-abc.com,send,Project update 21,0
2026-04-02 12:52:27,pat,colleague50@client-abc.com,send,Project update 4,159490
2026-04-02 08:19:28,henry,colleague1@outlook.com,send,Project update 14,199455
2026-04-02 15:59:19,henry,colleague46@vendor.io,send,Project update 23,0
2026-04-02 15:00:13,oscar,colleague21@partner-corp.com,send,Project update 19,133998
2026-04-02 10:48:35,carol,colleague45@outlook.com,send,Project update 29,104191
2026-04-02 14:08:36,bob,colleague17@client-abc.com,send,Project update 12,412330
2026-04-02 09:42:16,mallory,colleague42@yahoo.com,send,Project update 14,48699
2026-04-02 10:20:23,eve,colleague19@partner-corp.com,send,Project update 14,0
2026-04-02 09:23:20,alice,colleague49@client-abc.com,send,Project update 5,0
2026-04-02 10:11:36,dave,colleague3@client-abc.com,send,Project update 10,107277
2026-04-02 09:13:22,pat,colleague13@yahoo.com,send,Project update 9,26752
2026-04-02 10:43:16,henry,colleague12@yahoo.com,send,Project update 13,0
2026-04-02 10:26:25,grace,colleague50@vendor.io,send,Project update 2,0
2026-04-02 09:47:12,ivan,colleague7@client-abc.com,send,Project update 2,276226
2026-04-02 08:32:06,bob,colleague16@outlook.com,send,Project update 13,0
2026-04-02 15:41:22,eve,colleague30@yahoo.com,send,Project update 29,0
2026-04-02 10:12:24,ivan,colleague11@client-abc.com,send,Project update 28,360614
2026-04-02 13:28:42,bob,colleague50@gmail.com,send,Project update 25,0
2026-04-02 15:11:36,pat,colleague46@vendor.io,send,Project update 20,0
2026-04-02 12:32:01,carol,colleague48@partner-corp.com,send,Project update 19,131353
2026-04-02 08:30:01,ivan,colleague16@client-abc.com,send,Project update 6,13036
2026-04-02 11:26:33,oscar,colleague36@client-abc.com,send,Project update 20,0
2026-04-02 14:20:27,bob,colleague8@partner-corp.com,send,Project update 11,75950
2026-04-02 15:17:38,dave,colleague35@outlook.com,send,Project update 11,0
2026-04-02 15:07:11,bob,colleague42@outlook.com,send,Project update 26,0
2026-04-02 08:25:56,mallory,colleague37@partner-corp.com,send,Project update 20,0
2026-04-02 13:02:04,alice,colleague37@gmail.com,send,Project update 16,455208
2026-04-02 11:08:49,dave,colleague31@vendor.io,send,Project update 8,0
2026-04-02 08:27:21,eve,colleague44@vendor.io,send,Project update 16,342469
2026-04-02 11:39:57,mallory,colleague23@yahoo.com,send,Project update 25,0
2026-04-02 08:24:20,grace,colleague34@yahoo.com,send,Project update 21,73645
2026-04-02 10:41:20,carol,colleague2@vendor.io,send,Project update 5,0
2026-04-02 14:19:58,ivan,colleague25@gmail.com,send,Project update 27,156279
2026-04-02 14:37:14,henry,colleague43@client-abc.com,send,Project update 8,0
2026-04-02 15:28:38,alice,colleague39@outlook.com,send,Project update 19,0
2026-04-02 09:44:58,henry,colleague43@gmail.com,send,Project update 10,0
2026-04-02 15:44:35,pat,colleague43@partner-corp.com,send,Project update 10,0
2026-04-02 14:20:31,grace,colleague42@gmail.com,send,Project update 1,0
2026-04-02 08:11:24,henry,colleague3@yahoo.com,send,Project update 26,0
2026-04-02 09:46:42,ivan,colleague32@yahoo.com,send,Project update 5,0
2026-04-02 15:58:47,ivan,colleague43@vendor.io,send,Project update 27,0
2026-04-02 12:21:59,carol,colleague40@partner-corp.com,send,Project update 7,0
2026-04-02 11:25:12,dave,colleague14@gmail.com,send,Project update 28,0
2026-04-02 11:11:50,grace,colleague1@gmail.com,send,Project update 9,0
2026-04-02 15:08:08,mallory,colleague2@gmail.com,send,Project update 10,0
2026-04-02 11:54:17,mallory,colleague20@outlook.com,send,Project update 16,327900
2026-04-02 08:44:18,eve,colleague34@gmail.com,send,Project update 3,241633
2026-04-02 12:56:22,alice,colleague40@partner-corp.com,send,Project update 28,0
2026-04-02 08:25:15,ivan,colleague6@partner-corp.com,send,Project update 5,109216
2026-04-02 11:18:46,oscar,colleague46@outlook.com,send,Project update 10,139864
2026-04-02 10:30:45,ivan,colleague22@outlook.com,send,Project update 3,0
2026-04-02 10:44:01,eve,colleague28@yahoo.com,send,Project update 18,237172
2026-04-02 09:08:57,bob,colleague29@yahoo.com,send,Project update 23,149904
2026-04-02 12:02:27,ivan,colleague30@partner-corp.com,send,Project update 25,0
2026-04-02 15:06:39,dave,colleague12@partner-corp.com,send,Project update 19,0
2026-04-02 12:34:26,dave,colleague12@partner-corp.com,send,Project update 16,0
2026-04-02 11:04:47,oscar,colleague36@vendor.io,send,Project update 25,0
2026-04-02 12:23:54,alice,colleague26@vendor.io,send,Project update 4,348986
2026-04-02 08:07:48,pat,colleague30@outlook.com,send,Project update 4,466121
2026-04-02 13:29:40,alice,colleague19@gmail.com,send,Project update 28,0
2026-04-02 10:16:31,oscar,colleague22@vendor.io,send,Project update 7,0
2026-04-02 09:35:51,bob,colleague26@outlook.com,send,Project update 17,0
2026-04-02 10:50:09,alice,colleague11@partner-corp.com,send,Project update 27,0
2026-04-02 08:30:42,dave,colleague31@vendor.io,send,Project update 15,0
2026-04-02 12:01:40,oscar,colleague41@outlook.com,send,Project update 9,0
2026-04-02 13:59:24,carol,colleague35@client-abc.com,send,Project update 28,283442
2026-04-02 09:17:26,eve,colleague31@client-abc.com,send,Project update 8,0
2026-04-02 14:54:05,bob,colleague16@partner-corp.com,send,Project update 2,0
2026-04-02 14:55:10,eve,colleague23@client-abc.com,send,Project update 17,241919
2026-04-02 08:23:49,dave,colleague19@yahoo.com,send,Project update 25,202423
2026-04-02 14:56:11,ivan,colleague50@vendor.io,send,Project update 8,0
2026-04-02 11:07:33,grace,colleague18@gmail.com,send,Project update 12,0
2026-04-02 08:49:28,grace,colleague48@client-abc.com,send,Project update 1,0
2026-04-02 13:10:22,oscar,colleague3@gmail.com,send,Project update 11,137832
2026-04-02 13:52:12,dave,colleague6@outlook.com,send,Project update 1,0
2026-04-02 11:45:39,pat,colleague31@partner-corp.com,send,Project update 20,155043
2026-04-02 13:15:16,ivan,colleague34@partner-corp.com,send,Project update 28,0
2026-04-02 14:34:40,henry,colleague11@gmail.com,send,Project update 15,0
2026-04-02 11:27:35,eve,colleague36@client-abc.com,send,Project update 27,0
2026-04-02 14:15:52,grace,colleague33@vendor.io,send,Project update 2,0
2026-04-02 11:40:56,eve,colleague45@vendor.io,send,Project update 15,0
2026-04-02 09:03:20,pat,colleague19@gmail.com,send,Project update 26,39682
2026-04-02 08:04:52,pat,colleague12@client-abc.com,send,Project update 18,111293
2026-04-02 13:52:24,ivan,colleague18@client-abc.com,send,Project update 8,205453
2026-04-02 15:24:35,alice,colleague22@vendor.io,send,Project update 29,0
2026-04-02 15:30:01,eve,colleague28@client-abc.com,send,Project update 22,0
2026-04-02 13:52:21,pat,colleague40@client-abc.com,send,Project update 29,216673
2026-04-02 14:06:06,grace,colleague44@outlook.com,send,Project update 17,320586
2026-04-02 10:28:45,grace,colleague48@outlook.com,send,Project update 16,486379
2026-04-02 15:33:04,alice,colleague38@vendor.io,send,Project update 6,252264
2026-04-02 12:00:20,alice,colleague29@gmail.com,send,Project update 26,0
2026-04-02 14:17:35,mallory,colleague19@outlook.com,send,Project update 13,0
2026-04-02 11:06:21,pat,colleague17@vendor.io,send,Project update 15,0
2026-04-02 15:30:45,bob,colleague36@outlook.com,send,Project update 20,0
2026-04-02 10:18:48,henry,colleague18@gmail.com,send,Project update 28,0
2026-04-02 11:10:48,mallory,colleague4@outlook.com,send,Project update 16,249707
2026-04-02 13:27:30,pat,colleague25@client-abc.com,send,Project update 9,93018
2026-04-02 12:37:51,carol,colleague42@vendor.io,send,Project update 22,407759
2026-04-02 09:46:57,carol,colleague4@client-abc.com,send,Project update 28,0
2026-04-02 11:02:24,carol,colleague38@partner-corp.com,send,Project update 18,0
2026-04-02 13:46:03,carol,colleague16@yahoo.com,send,Project update 8,227113
2026-04-02 12:27:46,alice,colleague31@partner-corp.com,send,Project update 8,332069
2026-04-02 12:37:51,carol,colleague43@gmail.com,send,Project update 16,499957
2026-04-02 13:19:01,eve,colleague39@client-abc.com,send,Project update 13,372173
2026-04-02 11:41:32,alice,colleague7@partner-corp.com,send,Project update 21,0
2026-04-02 12:02:21,alice,colleague32@outlook.com,send,Project update 18,0
2026-04-02 09:11:17,eve,colleague39@yahoo.com,send,Project update 25,153032
2026-04-02 10:49:33,mallory,colleague16@partner-corp.com,send,Project update 7,0
2026-04-02 08:21:33,carol,colleague16@yahoo.com,send,Project update 17,205630
2026-04-02 12:18:51,ivan,colleague39@yahoo.com,send,Project update 9,391199
2026-04-02 13:29:01,mallory,colleague15@client-abc.com,send,Project update 9,0
2026-04-02 09:32:30,eve,colleague45@vendor.io,send,Project update 13,171857
2026-04-02 13:14:39,ivan,colleague29@gmail.com,send,Project update 23,0
2026-04-02 14:11:22,carol,colleague10@outlook.com,send,Project update 3,0
2026-04-02 15:27:38,oscar,colleague45@vendor.io,send,Project update 5,0
2026-04-02 14:53:12,mallory,colleague26@vendor.io,send,Project update 18,0
2026-04-02 14:35:15,bob,colleague4@client-abc.com,send,Project update 13,0
2026-04-02 14:56:38,dave,colleague22@yahoo.com,send,Project update 6,0
2026-04-02 09:45:58,ivan,colleague9@outlook.com,send,Project update 22,297599
2026-04-02 09:04:20,mallory,colleague24@client-abc.com,send,Project update 13,0
2026-04-02 09:33:04,bob,colleague34@vendor.io,send,Project update 14,0
2026-04-02 11:15:34,grace,colleague11@client-abc.com,send,Project update 6,315372
2026-04-02 09:24:54,mallory,colleague37@partner-corp.com,send,Project update 5,0
2026-04-02 13:54:24,carol,colleague49@partner-corp.com,send,Project update 18,0
2026-04-02 09:37:26,dave,colleague16@gmail.com,send,Project update 25,286268
2026-04-02 08:01:04,oscar,colleague20@client-abc.com,send,Project update 30,111547
2026-04-02 15:15:22,bob,colleague24@yahoo.com,send,Project update 30,435508
2026-04-02 14:10:11,grace,colleague11@partner-corp.com,send,Project update 28,0
2026-04-02 11:04:54,eve,colleague2@client-abc.com,send,Project update 1,208123
2026-04-02 11:03:08,carol,colleague22@gmail.com,send,Project update 27,241168
2026-04-02 11:53:24,ivan,colleague14@yahoo.com,send,Project update 26,0
2026-04-02 10:10:02,alice,colleague8@yahoo.com,send,Project update 12,0
2026-04-02 14:34:26,grace,colleague7@gmail.com,send,Project update 29,135342
2026-04-02 11:47:04,mallory,colleague41@gmail.com,send,Project update 21,172023
2026-04-02 08:30:05,carol,colleague6@client-abc.com,send,Project update 2,32034
2026-04-02 12:42:44,alice,colleague7@partner-corp.com,send,Project update 13,0
2026-04-02 12:47:06,oscar,colleague18@yahoo.com,send,Project update 30,0
2026-04-02 11:23:04,carol,colleague48@client-abc.com,send,Project update 22,68275
2026-04-02 09:40:42,dave,colleague35@outlook.com,send,Project update 24,0
2026-04-02 12:38:52,pat,colleague7@partner-corp.com,send,Project update 9,0
2026-04-02 12:33:17,mallory,colleague47@vendor.io,send,Project update 14,0
2026-04-02 10:05:31,eve,colleague11@vendor.io,send,Project update 6,163756
2026-04-02 11:31:28,henry,colleague29@gmail.com,send,Project update 13,113358
2026-04-02 08:26:58,mallory,colleague8@client-abc.com,send,Project update 1,83820
2026-04-02 13:56:38,bob,colleague38@yahoo.com,send,Project update 27,109535
2026-04-02 11:43:19,henry,colleague45@gmail.com,send,Project update 4,0
2026-04-02 13:39:54,carol,colleague48@partner-corp.com,send,Project update 25,164997
2026-04-02 15:30:50,eve,colleague43@gmail.com,send,Project update 27,137223
2026-04-02 13:32:45,bob,colleague27@outlook.com,send,Project update 3,16302
2026-04-02 14:05:52,henry,colleague36@yahoo.com,send,Project update 27,0
2026-04-02 13:11:39,pat,colleague20@yahoo.com,send,Project update 20,0
2026-04-02 15:55:02,grace,colleague46@gmail.com,send,Project update 11,0
2026-04-02 13:36:24,eve,colleague15@yahoo.com,send,Project update 9,0
2026-04-02 13:44:40,mallory,colleague23@partner-corp.com,send,Project update 24,0
2026-04-02 13:24:19,alice,colleague36@partner-corp.com,send,Project update 25,422339
2026-04-02 09:02:38,henry,colleague38@yahoo.com,send,Project update 4,0
2026-04-02 11:42:05,ivan,colleague24@client-abc.com,send,Project update 12,0
2026-04-02 12:47:55,grace,colleague39@outlook.com,send,Project update 24,0
2026-04-02 15:11:25,bob,colleague20@client-abc.com,send,Project update 30,378909
2026-04-02 10:48:05,dave,colleague42@outlook.com,send,Project update 2,0
2026-04-02 08:45:37,ivan,colleague16@vendor.io,send,Project update 4,0
2026-04-02 14:15:28,grace,colleague11@yahoo.com,send,Project update 4,0
2026-04-02 08:58:35,grace,colleague43@gmail.com,send,Project update 19,333997
2026-04-02 15:45:02,oscar,colleague33@yahoo.com,send,Project update 26,0
2026-04-02 09:21:53,grace,colleague18@outlook.com,send,Project update 8,0
2026-04-02 09:50:24,eve,colleague13@yahoo.com,send,Project update 6,0
2026-04-02 13:33:52,henry,colleague9@outlook.com,send,Project update 8,485123
2026-04-02 14:19:02,ivan,colleague48@client-abc.com,send,Project update 22,0
2026-04-02 13:28:29,carol,colleague15@gmail.com,send,Project update 15,0
2026-04-02 13:54:33,carol,colleague48@outlook.com,send,Project update 7,51543
2026-04-02 11:45:29,oscar,colleague24@yahoo.com,send,Project update 6,0
2026-04-02 08:53:37,bob,colleague35@yahoo.com,send,Project update 8,0
2026-04-02 15:35:02,eve,colleague16@client-abc.com,send,Project update 24,0
2026-04-02 11:38:10,oscar,colleague12@vendor.io,send,Project update 29,127567
2026-04-02 13:33:27,carol,colleague41@yahoo.com,send,Project update 26,0
2026-04-02 13:52:38,carol,colleague4@partner-corp.com,send,Project update 3,0
2026-04-02 08:20:37,eve,colleague5@outlook.com,send,Project update 30,0
2026-04-02 14:55:49,pat,colleague2@outlook.com,send,Project update 6,0
2026-04-02 09:44:57,oscar,colleague31@client-abc.com,send,Project update 15,170825
2026-04-02 08:49:04,pat,colleague38@client-abc.com,send,Project update 9,471190
2026-04-02 12:02:01,grace,colleague22@client-abc.com,send,Project update 16,0
2026-04-02 10:58:43,mallory,colleague39@partner-corp.com,send,Project update 3,34846
2026-04-02 14:21:41,henry,colleague43@gmail.com,send,Project update 3,0
2026-04-02 08:47:36,eve,colleague3@yahoo.com,send,Project update 23,0
2026-04-02 11:36:24,carol,colleague47@client-abc.com,send,Project update 4,0
2026-04-02 15:52:21,carol,colleague14@gmail.com,send,Project update 11,0
2026-04-02 08:25:32,grace,colleague13@client-abc.com,send,Project update 1,0
2026-04-02 13:52:13,bob,colleague7@vendor.io,send,Project update 7,429201
2026-04-02 08:38:56,henry,colleague11@client-abc.com,send,Project update 2,396498
2026-04-02 13:17:11,alice,colleague30@client-abc.com,send,Project update 26,360478
2026-04-02 12:43:41,oscar,colleague18@client-abc.com,send,Project update 28,0
2026-04-02 15:42:47,mallory,colleague1@partner-corp.com,send,Project update 17,263196
2026-04-02 15:52:19,oscar,colleague9@outlook.com,send,Project update 14,0
2026-04-02 15:21:38,mallory,colleague3@vendor.io,send,Project update 13,0
2026-04-02 15:08:49,pat,colleague11@client-abc.com,send,Project update 8,20003
2026-04-02 13:22:12,carol,colleague49@partner-corp.com,send,Project update 7,0
2026-04-02 08:10:50,dave,colleague7@yahoo.com,send,Project update 13,0
2026-04-02 12:09:36,pat,colleague17@client-abc.com,send,Project update 12,374279
2026-04-02 12:11:39,grace,colleague4@outlook.com,send,Project update 19,0
2026-04-02 12:38:14,ivan,colleague26@gmail.com,send,Project update 14,287634
2026-04-02 13:44:53,carol,colleague31@gmail.com,send,Project update 13,0
2026-04-02 13:32:24,eve,colleague28@yahoo.com,send,Project update 13,0
2026-04-02 12:04:01,bob,colleague26@yahoo.com,send,Project update 13,0
2026-04-02 11:42:55,alice,colleague35@gmail.com,send,Project update 8,0
2026-04-02 13:02:10,mallory,colleague39@vendor.io,send,Project update 16,0
2026-04-02 12:45:00,eve,colleague41@partner-corp.com,send,Project update 15,0
2026-04-02 14:53:09,oscar,colleague7@yahoo.com,send,Project update 29,170822
2026-04-02 11:14:48,bob,colleague42@vendor.io,send,Project update 15,0
2026-04-02 10:18:47,bob,colleague22@client-abc.com,send,Project update 27,0
2026-04-02 09:18:54,alice,colleague34@gmail.com,send,Project update 3,324015
2026-04-02 09:42:33,grace,colleague30@yahoo.com,send,Project update 11,499474
2026-04-02 08:39:06,pat,colleague23@yahoo.com,send,Project update 24,0
2026-04-02 13:03:22,ivan,colleague10@client-abc.com,send,Project update 28,0
2026-04-02 12:15:00,carol,colleague32@outlook.com,send,Project update 26,0
2026-04-02 15:00:04,pat,colleague30@client-abc.com,send,Project update 16,302164
2026-04-02 12:01:11,henry,colleague45@client-abc.com,send,Project update 25,246036
2026-04-02 10:37:54,henry,colleague17@client-abc.com,send,Project update 11,0
2026-04-02 12:37:18,oscar,colleague4@yahoo.com,send,Project update 23,252106
2026-04-02 08:19:56,alice,colleague47@vendor.io,send,Project update 7,0
2026-04-02 12:10:33,dave,colleague47@gmail.com,send,Project update 6,0
2026-04-02 12:17:38,alice,colleague18@gmail.com,send,Project update 7,0
2026-04-02 12:34:41,oscar,colleague40@partner-corp.com,send,Project update 19,0
2026-04-02 13:34:53,dave,colleague30@client-abc.com,send,Project update 14,211859
2026-04-02 08:06:21,ivan,colleague26@yahoo.com,send,Project update 11,0
2026-04-02 10:07:29,dave,colleague7@yahoo.com,send,Project update 10,0
2026-04-02 14:32:23,eve,colleague27@partner-corp.com,send,Project update 30,379852
2026-04-02 09:40:51,oscar,colleague31@gmail.com,send,Project update 13,0
2026-04-02 09:06:54,eve,colleague47@partner-corp.com,send,Project update 21,0
2026-04-02 14:18:03,pat,colleague5@vendor.io,send,Project update 21,497509
2026-04-02 15:25:01,henry,colleague39@yahoo.com,send,Project update 2,0
2026-04-02 10:54:31,ivan,colleague47@vendor.io,send,Project update 26,0
2026-04-02 11:44:32,grace,colleague25@outlook.com,send,Project update 16,28597
2026-04-02 08:30:17,pat,colleague24@outlook.com,send,Project update 19,228449
2026-04-02 09:00:56,oscar,colleague15@client-abc.com,send,Project update 5,0
2026-04-02 10:23:55,bob,colleague28@outlook.com,send,Project update 23,0
2026-04-02 10:28:48,oscar,colleague2@vendor.io,send,Project update 23,134221
2026-04-02 10:49:45,mallory,colleague47@outlook.com,send,Project update 4,0
2026-04-02 12:57:20,oscar,colleague19@outlook.com,send,Project update 5,200556
2026-04-02 08:19:52,dave,colleague19@vendor.io,send,Project update 25,102571
2026-04-02 13:40:57,pat,colleague25@outlook.com,send,Project update 9,376240
2026-04-02 15:19:48,ivan,colleague44@outlook.com,send,Project update 26,422241
2026-04-02 15:16:38,bob,colleague28@gmail.com,send,Project update 4,419617
2026-04-02 11:00:04,ivan,colleague27@vendor.io,send,Project update 15,456073
2026-04-02 13:05:42,dave,colleague30@client-abc.com,send,Project update 10,0
2026-04-02 10:03:39,pat,colleague34@client-abc.com,send,Project update 23,0
2026-04-02 13:12:06,henry,colleague30@yahoo.com,send,Project update 17,0
2026-04-02 10:18:12,eve,colleague20@yahoo.com,send,Project update 11,0
2026-04-02 15:14:00,oscar,colleague19@yahoo.com,send,Project update 16,0
2026-04-02 08:08:09,pat,colleague22@yahoo.com,send,Project update 6,0
2026-04-02 15:20:23,henry,colleague20@gmail.com,send,Project update 10,0
2026-04-02 14:44:37,mallory,colleague21@client-abc.com,send,Project update 27,0
2026-04-02 11:03:43,bob,colleague17@yahoo.com,send,Project update 2,0
2026-04-02 15:42:44,mallory,colleague10@vendor.io,send,Project update 23,426862
2026-04-02 14:18:46,dave,colleague7@outlook.com,send,Project update 4,0
2026-04-02 14:41:38,alice,colleague6@yahoo.com,send,Project update 18,0
2026-04-02 08:11:09,henry,colleague44@client-abc.com,send,Project update 4,0
2026-04-02 12:34:59,grace,colleague17@partner-corp.com,send,Project update 27,447120
2026-04-02 09:07:14,carol,colleague2@vendor.io,send,Project update 22,0
2026-04-02 10:20:58,grace,colleague17@yahoo.com,send,Project update 22,0
2026-04-02 08:52:55,ivan,colleague30@gmail.com,send,Project update 27,0
2026-04-02 14:33:15,eve,colleague26@outlook.com,send,Project update 13,201017
2026-04-02 08:11:19,pat,colleague36@gmail.com,send,Project update 3,35792
2026-04-02 12:22:29,oscar,colleague42@outlook.com,send,Project update 14,0
2026-04-02 14:26:54,pat,colleague41@yahoo.com,send,Project update 18,408390
2026-04-02 13:25:43,bob,colleague27@outlook.com,send,Project update 14,0
2026-04-02 11:24:25,alice,colleague46@outlook.com,send,Project update 24,169582
2026-04-02 10:33:28,pat,colleague2@partner-corp.com,send,Project update 22,0
2026-04-02 12:01:30,bob,colleague49@outlook.com,send,Project update 21,269265
2026-04-02 09:39:40,ivan,colleague31@client-abc.com,send,Project update 13,395240
2026-04-02 14:55:52,pat,colleague29@outlook.com,send,Project update 5,0
2026-04-02 11:26:01,oscar,colleague38@client-abc.com,send,Project update 6,0
2026-04-02 13:43:57,eve,colleague13@partner-corp.com,send,Project update 22,0
2026-04-02 15:05:08,bob,colleague20@vendor.io,send,Project update 15,17409
2026-04-02 12:20:46,ivan,colleague27@outlook.com,send,Project update 3,0
2026-04-02 08:29:10,mallory,colleague25@yahoo.com,send,Project update 14,0
2026-04-02 12:26:48,pat,colleague21@outlook.com,send,Project update 1,156328
2026-04-02 11:55:21,bob,colleague11@partner-corp.com,send,Project update 23,282799
2026-04-02 13:49:33,pat,colleague33@client-abc.com,send,Project update 25,0
2026-04-02 09:00:16,oscar,colleague37@partner-corp.com,send,Project update 19,0
2026-04-02 08:53:27,eve,colleague2@outlook.com,send,Project update 3,0
2026-04-02 11:46:45,eve,colleague36@yahoo.com,send,Project update 24,0
2026-04-02 12:15:47,mallory,colleague15@client-abc.com,send,Project update 22,0
2026-04-02 08:45:24,dave,colleague20@gmail.com,send,Project update 13,0
2026-04-02 12:54:52,mallory,colleague19@gmail.com,send,Project update 27,0
2026-04-02 13:16:27,oscar,colleague38@vendor.io,send,Project update 21,0
2026-04-02 15:05:15,pat,colleague8@client-abc.com,send,Project update 2,0
2026-04-02 10:15:02,ivan,colleague28@partner-corp.com,send,Project update 3,0
2026-04-02 15:07:42,henry,colleague5@gmail.com,send,Project update 29,393368
2026-04-02 10:47:53,oscar,colleague20@client-abc.com,send,Project update 4,237690
2026-04-02 15:57:22,eve,colleague25@yahoo.com,send,Project update 5,0
2026-04-02 11:27:23,carol,colleague40@gmail.com,send,Project update 29,391394
2026-04-02 14:42:50,bob,colleague1@client-abc.com,send,Project update 17,66323
2026-04-02 14:02:05,pat,colleague16@vendor.io,send,Project update 14,0
2026-04-02 12:08:42,mallory,colleague30@yahoo.com,send,Project update 26,125884
2026-04-02 08:13:45,pat,colleague1@partner-corp.com,send,Project update 6,0
2026-04-02 08:48:55,carol,colleague49@vendor.io,send,Project update 20,0
2026-04-02 08:04:59,pat,colleague34@vendor.io,send,Project update 16,0
